web-scraper-order,web-scraper-start-url,pagelink,pagelink-href
"1585280073-138","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Claudia and the Middle School Mystery","https://babysittersclub.fandom.com/wiki/Claudia_and_the_Middle_School_Mystery"
"1585280029-7","https://babysittersclub.fandom.com/wiki/Category:Readers%27_Request_books","Logan’s Story","https://babysittersclub.fandom.com/wiki/Logan%E2%80%99s_Story"
"1585280066-95","https://babysittersclub.fandom.com/wiki/Category:Super_Special_books","Graduation Day","https://babysittersclub.fandom.com/wiki/Graduation_Day"
"1585280059-49","https://babysittersclub.fandom.com/wiki/Category:Mystery_books","Abby and the Notorious Neighbor","https://babysittersclub.fandom.com/wiki/Abby_and_the_Notorious_Neighbor"
"1585280073-188","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Jessi Ramsey, Pet-sitter","https://babysittersclub.fandom.com/wiki/Jessi_Ramsey,_Pet-sitter"
"1585280073-224","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Maid Mary Anne","https://babysittersclub.fandom.com/wiki/Maid_Mary_Anne"
"1585280059-78","https://babysittersclub.fandom.com/wiki/Category:Mystery_books","Stacey and the Haunted Masquerade","https://babysittersclub.fandom.com/wiki/Stacey_and_the_Haunted_Masquerade"
"1585280073-253","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Mary Anne to the Rescue","https://babysittersclub.fandom.com/wiki/Mary_Anne_to_the_Rescue"
"1585280073-177","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","How the BSC works (for people who don’t quite understand)","https://babysittersclub.fandom.com/wiki/How_the_BSC_works_(for_people_who_don%E2%80%99t_quite_understand)"
"1585280073-130","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Claudia and Mean Janine","https://babysittersclub.fandom.com/wiki/Claudia_and_Mean_Janine"
"1585280073-235","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Mary Anne and Camp BSC","https://babysittersclub.fandom.com/wiki/Mary_Anne_and_Camp_BSC"
"1585280073-205","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Kristy and the Missing Fortune","https://babysittersclub.fandom.com/wiki/Kristy_and_the_Missing_Fortune"
"1585280073-238","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Mary Anne and the Haunted Bookstore","https://babysittersclub.fandom.com/wiki/Mary_Anne_and_the_Haunted_Bookstore"
"1585280073-113","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Category:Mary Anne books","https://babysittersclub.fandom.com/wiki/Category:Mary_Anne_books"
"1585280073-128","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","BSC Graphic Novels","https://babysittersclub.fandom.com/wiki/BSC_Graphic_Novels"
"1585280066-93","https://babysittersclub.fandom.com/wiki/Category:Super_Special_books","California Girls!","https://babysittersclub.fandom.com/wiki/California_Girls!"
"1585280073-292","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","The Ghost at Dawn's House","https://babysittersclub.fandom.com/wiki/The_Ghost_at_Dawn%27s_House"
"1585280073-284","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Stacey's Mistake","https://babysittersclub.fandom.com/wiki/Stacey%27s_Mistake"
"1585280036-19","https://babysittersclub.fandom.com/wiki/Category:California_Diaries_series","Ducky, Diary Two","https://babysittersclub.fandom.com/wiki/Ducky,_Diary_Two"
"1585280059-77","https://babysittersclub.fandom.com/wiki/Category:Mystery_books","Stacey and the Fashion Victim","https://babysittersclub.fandom.com/wiki/Stacey_and_the_Fashion_Victim"
"1585280036-23","https://babysittersclub.fandom.com/wiki/Category:California_Diaries_series","Sunny (California Diaries)","https://babysittersclub.fandom.com/wiki/Sunny_(California_Diaries)"
"1585280073-185","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Jessi and the Superbrat","https://babysittersclub.fandom.com/wiki/Jessi_and_the_Superbrat"
"1585280050-41","https://babysittersclub.fandom.com/wiki/Category:Portrait_Collection_books","Abby's Book","https://babysittersclub.fandom.com/wiki/Abby%27s_Book"
"1585280073-250","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Mary Anne in the Middle","https://babysittersclub.fandom.com/wiki/Mary_Anne_in_the_Middle"
"1585280073-258","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Miss Hargreaves","https://babysittersclub.fandom.com/wiki/Miss_Hargreaves"
"1585280073-193","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Jessi's Secret Language","https://babysittersclub.fandom.com/wiki/Jessi%27s_Secret_Language"
"1585280073-223","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Logan Likes Mary Anne!","https://babysittersclub.fandom.com/wiki/Logan_Likes_Mary_Anne!"
"1585280073-276","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Stacey vs. the BSC","https://babysittersclub.fandom.com/wiki/Stacey_vs._the_BSC"
"1585280073-255","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Mary Anne's Bad-Luck Mystery","https://babysittersclub.fandom.com/wiki/Mary_Anne%27s_Bad-Luck_Mystery"
"1585280073-197","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Kristy and Mr. Mom","https://babysittersclub.fandom.com/wiki/Kristy_and_Mr._Mom"
"1585280073-204","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Kristy and the Missing Child","https://babysittersclub.fandom.com/wiki/Kristy_and_the_Missing_Child"
"1585280066-86","https://babysittersclub.fandom.com/wiki/Category:Super_Special_books","Baby-sitters at Shadow Lake","https://babysittersclub.fandom.com/wiki/Baby-sitters_at_Shadow_Lake"
"1585280073-229","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Category:Mallory books","https://babysittersclub.fandom.com/wiki/Category:Mallory_books"
"1585280059-79","https://babysittersclub.fandom.com/wiki/Category:Mystery_books","Stacey and the Missing Ring","https://babysittersclub.fandom.com/wiki/Stacey_and_the_Missing_Ring"
"1585280073-200","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Kristy and the Copycat","https://babysittersclub.fandom.com/wiki/Kristy_and_the_Copycat"
"1585280073-252","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Mary Anne Saves the Day","https://babysittersclub.fandom.com/wiki/Mary_Anne_Saves_the_Day"
"1585280073-226","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Mallory and the Ghost Cat","https://babysittersclub.fandom.com/wiki/Mallory_and_the_Ghost_Cat"
"1585280073-294","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","The Secret Life of Mary Anne Spier","https://babysittersclub.fandom.com/wiki/The_Secret_Life_of_Mary_Anne_Spier"
"1585280024-3","https://babysittersclub.fandom.com/wiki/Category:Super_mysteries","Baby-sitters' Fright Night","https://babysittersclub.fandom.com/wiki/Baby-sitters%27_Fright_Night"
"1585280043-28","https://babysittersclub.fandom.com/wiki/Category:Friends_Forever_series","Claudia and the Friendship Feud","https://babysittersclub.fandom.com/wiki/Claudia_and_the_Friendship_Feud"
"1585280073-195","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Keep Out, Claudia!","https://babysittersclub.fandom.com/wiki/Keep_Out,_Claudia!"
"1585280073-286","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Stacey's Secret Friend","https://babysittersclub.fandom.com/wiki/Stacey%27s_Secret_Friend"
"1585280073-290","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","The All-New Mallory Pike","https://babysittersclub.fandom.com/wiki/The_All-New_Mallory_Pike"
"1585280073-206","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Kristy and the Mother's Day Surprise","https://babysittersclub.fandom.com/wiki/Kristy_and_the_Mother%27s_Day_Surprise"
"1585280073-207","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Kristy and the Mystery Train","https://babysittersclub.fandom.com/wiki/Kristy_and_the_Mystery_Train"
"1585280073-171","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Don't Give Up, Mallory!","https://babysittersclub.fandom.com/wiki/Don%27t_Give_Up,_Mallory!"
"1585280073-260","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Poor Mallory!","https://babysittersclub.fandom.com/wiki/Poor_Mallory!"
"1585280059-74","https://babysittersclub.fandom.com/wiki/Category:Mystery_books","Mary Anne and the Silent Witness","https://babysittersclub.fandom.com/wiki/Mary_Anne_and_the_Silent_Witness"
"1585280073-217","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Kristy Thomas, Dog Trainer","https://babysittersclub.fandom.com/wiki/Kristy_Thomas,_Dog_Trainer"
"1585280073-274","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Stacey McGill... Matchmaker?","https://babysittersclub.fandom.com/wiki/Stacey_McGill..._Matchmaker%3F"
"1585280073-194","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Jessi's Wish","https://babysittersclub.fandom.com/wiki/Jessi%27s_Wish"
"1585280073-280","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Stacey's Emergency","https://babysittersclub.fandom.com/wiki/Stacey%27s_Emergency"
"1585280036-20","https://babysittersclub.fandom.com/wiki/Category:California_Diaries_series","Maggie (California Diaries)","https://babysittersclub.fandom.com/wiki/Maggie_(California_Diaries)"
"1585280073-263","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Stacey and the Bad Girls","https://babysittersclub.fandom.com/wiki/Stacey_and_the_Bad_Girls"
"1585280024-5","https://babysittersclub.fandom.com/wiki/Category:Super_mysteries","Super Mystery","https://babysittersclub.fandom.com/wiki/Super_Mystery"
"1585280073-267","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Stacey and the Missing Ring","https://babysittersclub.fandom.com/wiki/Stacey_and_the_Missing_Ring"
"1585280059-62","https://babysittersclub.fandom.com/wiki/Category:Mystery_books","Kristy and the Cat Burglar","https://babysittersclub.fandom.com/wiki/Kristy_and_the_Cat_Burglar"
"1585280073-125","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Abby's Un-Valentine","https://babysittersclub.fandom.com/wiki/Abby%27s_Un-Valentine"
"1585280066-88","https://babysittersclub.fandom.com/wiki/Category:Super_Special_books","Baby-sitters' European Vacation","https://babysittersclub.fandom.com/wiki/Baby-sitters%27_European_Vacation"
"1585280073-256","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Mary Anne's Makeover","https://babysittersclub.fandom.com/wiki/Mary_Anne%27s_Makeover"
"1585280066-103","https://babysittersclub.fandom.com/wiki/Category:Super_Special_books","New York, New York!","https://babysittersclub.fandom.com/wiki/New_York,_New_York!"
"1585280059-54","https://babysittersclub.fandom.com/wiki/Category:Mystery_books","Claudia and the Mystery at the Museum","https://babysittersclub.fandom.com/wiki/Claudia_and_the_Mystery_at_the_Museum"
"1585280073-174","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Good-bye Stacey, Good-bye","https://babysittersclub.fandom.com/wiki/Good-bye_Stacey,_Good-bye"
"1585280029-6","https://babysittersclub.fandom.com/wiki/Category:Readers%27_Request_books","Logan Bruno, Boy Baby-sitter","https://babysittersclub.fandom.com/wiki/Logan_Bruno,_Boy_Baby-sitter"
"1585280073-240","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Mary Anne and the Little Princess","https://babysittersclub.fandom.com/wiki/Mary_Anne_and_the_Little_Princess"
"1585280036-21","https://babysittersclub.fandom.com/wiki/Category:California_Diaries_series","Maggie, Diary Three","https://babysittersclub.fandom.com/wiki/Maggie,_Diary_Three"
"1585280059-53","https://babysittersclub.fandom.com/wiki/Category:Mystery_books","Claudia and the Lighthouse Ghost","https://babysittersclub.fandom.com/wiki/Claudia_and_the_Lighthouse_Ghost"
"1585280059-60","https://babysittersclub.fandom.com/wiki/Category:Mystery_books","Dawn Schafer, Undercover Baby-sitter","https://babysittersclub.fandom.com/wiki/Dawn_Schafer,_Undercover_Baby-sitter"
"1585280059-83","https://babysittersclub.fandom.com/wiki/Category:Mystery_books","Stacey and the Stolen Hearts","https://babysittersclub.fandom.com/wiki/Stacey_and_the_Stolen_Hearts"
"1585280073-151","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Claudia's Big Party","https://babysittersclub.fandom.com/wiki/Claudia%27s_Big_Party"
"1585280073-201","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Kristy and the Dirty Diapers","https://babysittersclub.fandom.com/wiki/Kristy_and_the_Dirty_Diapers"
"1585280073-199","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Kristy and the Cat Burglar","https://babysittersclub.fandom.com/wiki/Kristy_and_the_Cat_Burglar"
"1585280073-187","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Category:Jessi books","https://babysittersclub.fandom.com/wiki/Category:Jessi_books"
"1585280059-48","https://babysittersclub.fandom.com/wiki/Category:Mystery_books","Abby and the Mystery Baby","https://babysittersclub.fandom.com/wiki/Abby_and_the_Mystery_Baby"
"1585280073-257","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Mind Your Own Business, Kristy!","https://babysittersclub.fandom.com/wiki/Mind_Your_Own_Business,_Kristy!"
"1585280073-159","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Dawn and the School Spirit War","https://babysittersclub.fandom.com/wiki/Dawn_and_the_School_Spirit_War"
"1585280073-184","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Jessi and the Jewel Thieves","https://babysittersclub.fandom.com/wiki/Jessi_and_the_Jewel_Thieves"
"1585280059-52","https://babysittersclub.fandom.com/wiki/Category:Mystery_books","Claudia and the Clue in the Photograph","https://babysittersclub.fandom.com/wiki/Claudia_and_the_Clue_in_the_Photograph"
"1585280066-99","https://babysittersclub.fandom.com/wiki/Category:Super_Special_books","Karen's Mystery","https://babysittersclub.fandom.com/wiki/Karen%27s_Mystery"
"1585280073-220","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Kristy's Mystery Admirer","https://babysittersclub.fandom.com/wiki/Kristy%27s_Mystery_Admirer"
"1585280073-279","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Stacey's Choice","https://babysittersclub.fandom.com/wiki/Stacey%27s_Choice"
"1585280073-219","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Kristy's Great Idea","https://babysittersclub.fandom.com/wiki/Kristy%27s_Great_Idea"
"1585280043-30","https://babysittersclub.fandom.com/wiki/Category:Friends_Forever_series","Everything Changes","https://babysittersclub.fandom.com/wiki/Everything_Changes"
"1585280073-190","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Jessi's Big Break","https://babysittersclub.fandom.com/wiki/Jessi%27s_Big_Break"
"1585280073-231","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Mallory on Strike","https://babysittersclub.fandom.com/wiki/Mallory_on_Strike"
"1585280073-210","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Kristy and the Snobs","https://babysittersclub.fandom.com/wiki/Kristy_and_the_Snobs"
"1585280059-65","https://babysittersclub.fandom.com/wiki/Category:Mystery_books","Kristy and the Missing Child","https://babysittersclub.fandom.com/wiki/Kristy_and_the_Missing_Child"
"1585280043-29","https://babysittersclub.fandom.com/wiki/Category:Friends_Forever_series","Claudia Gets Her Guy","https://babysittersclub.fandom.com/wiki/Claudia_Gets_Her_Guy"
"1585280059-80","https://babysittersclub.fandom.com/wiki/Category:Mystery_books","Stacey and the Mystery at the Empty House","https://babysittersclub.fandom.com/wiki/Stacey_and_the_Mystery_at_the_Empty_House"
"1585280073-135","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Claudia and the Great Search","https://babysittersclub.fandom.com/wiki/Claudia_and_the_Great_Search"
"1585280073-137","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Claudia and the Little Liar","https://babysittersclub.fandom.com/wiki/Claudia_and_the_Little_Liar"
"1585280066-91","https://babysittersclub.fandom.com/wiki/Category:Super_Special_books","Baby-sitters' Winter Vacation","https://babysittersclub.fandom.com/wiki/Baby-sitters%27_Winter_Vacation"
"1585280073-129","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Claudia and Crazy Peaches","https://babysittersclub.fandom.com/wiki/Claudia_and_Crazy_Peaches"
"1585280073-154","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Dawn and the Big Sleepover","https://babysittersclub.fandom.com/wiki/Dawn_and_the_Big_Sleepover"
"1585280066-90","https://babysittersclub.fandom.com/wiki/Category:Super_Special_books","Baby-sitters' Summer Vacation","https://babysittersclub.fandom.com/wiki/Baby-sitters%27_Summer_Vacation"
"1585280066-101","https://babysittersclub.fandom.com/wiki/Category:Super_Special_books","Karen's Wish","https://babysittersclub.fandom.com/wiki/Karen%27s_Wish"
"1585280043-33","https://babysittersclub.fandom.com/wiki/Category:Friends_Forever_series","Kristy Power!","https://babysittersclub.fandom.com/wiki/Kristy_Power!"
"1585280073-122","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Abby the Bad Sport","https://babysittersclub.fandom.com/wiki/Abby_the_Bad_Sport"
"1585280073-296","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","The Truth About Stacey","https://babysittersclub.fandom.com/wiki/The_Truth_About_Stacey"
"1585280073-270","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Stacey and the Mystery Money","https://babysittersclub.fandom.com/wiki/Stacey_and_the_Mystery_Money"
"1585280073-139","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Claudia and the Mystery at the Museum","https://babysittersclub.fandom.com/wiki/Claudia_and_the_Mystery_at_the_Museum"
"1585280059-76","https://babysittersclub.fandom.com/wiki/Category:Mystery_books","Mystery","https://babysittersclub.fandom.com/wiki/Mystery"
"1585280073-236","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Mary Anne and Miss Priss","https://babysittersclub.fandom.com/wiki/Mary_Anne_and_Miss_Priss"
"1585280036-24","https://babysittersclub.fandom.com/wiki/Category:California_Diaries_series","Sunny, Diary Three","https://babysittersclub.fandom.com/wiki/Sunny,_Diary_Three"
"1585280036-11","https://babysittersclub.fandom.com/wiki/Category:California_Diaries_series","Amalia (California Diaries)","https://babysittersclub.fandom.com/wiki/Amalia_(California_Diaries)"
"1585280029-8","https://babysittersclub.fandom.com/wiki/Category:Readers%27_Request_books","Readers' Request","https://babysittersclub.fandom.com/wiki/Readers%27_Request"
"1585280073-175","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Happy Holidays, Jessi","https://babysittersclub.fandom.com/wiki/Happy_Holidays,_Jessi"
"1585280073-146","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Claudia and the Terrible Truth","https://babysittersclub.fandom.com/wiki/Claudia_and_the_Terrible_Truth"
"1585280073-150","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Claudia Makes Up Her Mind","https://babysittersclub.fandom.com/wiki/Claudia_Makes_Up_Her_Mind"
"1585280073-183","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Jessi and the Dance School Phantom","https://babysittersclub.fandom.com/wiki/Jessi_and_the_Dance_School_Phantom"
"1585280073-156","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Dawn and the Halloween Mystery","https://babysittersclub.fandom.com/wiki/Dawn_and_the_Halloween_Mystery"
"1585280073-248","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Mary Anne and Too Many Boys","https://babysittersclub.fandom.com/wiki/Mary_Anne_and_Too_Many_Boys"
"1585280073-278","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Stacey's Broken Heart","https://babysittersclub.fandom.com/wiki/Stacey%27s_Broken_Heart"
"1585280073-287","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Category:Streets","https://babysittersclub.fandom.com/wiki/Category:Streets"
"1585280073-173","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Get Well Soon, Mallory","https://babysittersclub.fandom.com/wiki/Get_Well_Soon,_Mallory"
"1585280073-222","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Little Miss Stoneybrook ...and Dawn","https://babysittersclub.fandom.com/wiki/Little_Miss_Stoneybrook_...and_Dawn"
"1585280036-13","https://babysittersclub.fandom.com/wiki/Category:California_Diaries_series","Amalia, Diary Two","https://babysittersclub.fandom.com/wiki/Amalia,_Diary_Two"
"1585280073-119","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Abby and the Secret Society","https://babysittersclub.fandom.com/wiki/Abby_and_the_Secret_Society"
"1585280073-293","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","The Mystery at Claudia's House","https://babysittersclub.fandom.com/wiki/The_Mystery_at_Claudia%27s_House"
"1585280066-87","https://babysittersclub.fandom.com/wiki/Category:Super_Special_books","Baby-sitters on Board!","https://babysittersclub.fandom.com/wiki/Baby-sitters_on_Board!"
"1585280073-180","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","How to cosplay as Stacey McGill from the BSC","https://babysittersclub.fandom.com/wiki/How_to_cosplay_as_Stacey_McGill_from_the_BSC"
"1585280073-283","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Stacey's Lie","https://babysittersclub.fandom.com/wiki/Stacey%27s_Lie"
"1585280059-72","https://babysittersclub.fandom.com/wiki/Category:Mystery_books","Mary Anne and the Music Box Secret","https://babysittersclub.fandom.com/wiki/Mary_Anne_and_the_Music_Box_Secret"
"1585280073-178","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","How to cosplay as Dawn Schafer","https://babysittersclub.fandom.com/wiki/How_to_cosplay_as_Dawn_Schafer"
"1585280073-249","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Mary Anne Breaks the Rules","https://babysittersclub.fandom.com/wiki/Mary_Anne_Breaks_the_Rules"
"1585280036-22","https://babysittersclub.fandom.com/wiki/Category:California_Diaries_series","Maggie, Diary Two","https://babysittersclub.fandom.com/wiki/Maggie,_Diary_Two"
"1585280073-153","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Claudia, Queen of the Seventh Grade","https://babysittersclub.fandom.com/wiki/Claudia,_Queen_of_the_Seventh_Grade"
"1585280043-36","https://babysittersclub.fandom.com/wiki/Category:Friends_Forever_series","Mary Anne's Revenge","https://babysittersclub.fandom.com/wiki/Mary_Anne%27s_Revenge"
"1585280073-160","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Dawn and the Surfer Ghost","https://babysittersclub.fandom.com/wiki/Dawn_and_the_Surfer_Ghost"
"1585280073-243","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Mary Anne and the Playground Fight","https://babysittersclub.fandom.com/wiki/Mary_Anne_and_the_Playground_Fight"
"1585280066-97","https://babysittersclub.fandom.com/wiki/Category:Super_Special_books","Karen's Baby","https://babysittersclub.fandom.com/wiki/Karen%27s_Baby"
"1585280073-110","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Category:Claudia books","https://babysittersclub.fandom.com/wiki/Category:Claudia_books"
"1585280073-214","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Kristy at Bat","https://babysittersclub.fandom.com/wiki/Kristy_at_Bat"
"1585280073-266","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Stacey and the Haunted Masquerade","https://babysittersclub.fandom.com/wiki/Stacey_and_the_Haunted_Masquerade"
"1585280073-118","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Abby and the Notorious Neighbor","https://babysittersclub.fandom.com/wiki/Abby_and_the_Notorious_Neighbor"
"1585280066-94","https://babysittersclub.fandom.com/wiki/Category:Super_Special_books","Everything Changes","https://babysittersclub.fandom.com/wiki/Everything_Changes"
"1585280073-237","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Mary Anne and the Great Romance","https://babysittersclub.fandom.com/wiki/Mary_Anne_and_the_Great_Romance"
"1585280073-295","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","The Summer Before","https://babysittersclub.fandom.com/wiki/The_Summer_Before"
"1585280059-71","https://babysittersclub.fandom.com/wiki/Category:Mystery_books","Mary Anne and the Library Mystery","https://babysittersclub.fandom.com/wiki/Mary_Anne_and_the_Library_Mystery"
"1585280073-116","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Abby and the Best Kid Ever","https://babysittersclub.fandom.com/wiki/Abby_and_the_Best_Kid_Ever"
"1585280066-107","https://babysittersclub.fandom.com/wiki/Category:Super_Special_books","Super Special","https://babysittersclub.fandom.com/wiki/Super_Special"
"1585280059-73","https://babysittersclub.fandom.com/wiki/Category:Mystery_books","Mary Anne and the Secret in the Attic","https://babysittersclub.fandom.com/wiki/Mary_Anne_and_the_Secret_in_the_Attic"
"1585280073-233","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Mallory's Christmas Wish","https://babysittersclub.fandom.com/wiki/Mallory%27s_Christmas_Wish"
"1585280059-81","https://babysittersclub.fandom.com/wiki/Category:Mystery_books","Stacey and the Mystery at the Mall","https://babysittersclub.fandom.com/wiki/Stacey_and_the_Mystery_at_the_Mall"
"1585280073-114","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Category:Stacey books","https://babysittersclub.fandom.com/wiki/Category:Stacey_books"
"1585280050-45","https://babysittersclub.fandom.com/wiki/Category:Portrait_Collection_books","Mary Anne's Book","https://babysittersclub.fandom.com/wiki/Mary_Anne%27s_Book"
"1585280073-123","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Abby's Lucky Thirteen","https://babysittersclub.fandom.com/wiki/Abby%27s_Lucky_Thirteen"
"1585280043-27","https://babysittersclub.fandom.com/wiki/Category:Friends_Forever_series","Claudia and the Disaster Date","https://babysittersclub.fandom.com/wiki/Claudia_and_the_Disaster_Date"
"1585280073-147","https://babysittersclub.fandom.com/wiki/Category:The_Baby-Sitters_Club_series","Claudia and the World's Cutest Baby","https://babysittersclub.fandom.com/wiki/Claudia_and_the_World%27s_Cutest_Baby"
